"long","lat","location","category","n"
-2.205148,53.51221,"On or near Sequoia Street","Vehicle crime",1
-2.205007,53.517513,"On or near Glen Avenue","Violence and sexual offences",1
-2.204999,53.453336,"On or near Stamford Road","Violence and sexual offences",1
-2.204961,53.479897,"On or near Albert Street","Burglary",1
-2.204961,53.479897,"On or near Albert Street","Other theft",1
-2.204961,53.479897,"On or near Albert Street","Public order",1
-2.204926,53.425732,"On or near Eastville Gardens","Vehicle crime",1
-2.204926,53.425732,"On or near Eastville Gardens","Violence and sexual offences",1
-2.204886,53.511177,"On or near Cicero Street","Violence and sexual offences",1
-2.204858,53.461471,"On or near Morpeth Close","Other theft",1
-2.204798,53.455323,"On or near Dickenson Road","Criminal damage and arson",1
-2.204746,53.469489,"On or near Bennett Street","Criminal damage and arson",1
-2.204737,53.433373,"On or near Brookthorpe Avenue","Criminal damage and arson",1
-2.204737,53.433373,"On or near Brookthorpe Avenue","Vehicle crime",1
-2.204718,53.457525,"On or near Birch Lane","Public order",1
-2.204599,53.451494,"On or near Grinton Avenue","Violence and sexual offences",1
-2.204544,53.47446,"On or near Gable Street","Bicycle theft",1
-2.204544,53.47446,"On or near Gable Street","Criminal damage and arson",1
-2.204544,53.47446,"On or near Gable Street","Drugs",1
-2.204509,53.461022,"On or near Mull Avenue","Violence and sexual offences",1
-2.204486,53.509488,"On or near Lila Street","Burglary",1
-2.204486,53.509488,"On or near Lila Street","Criminal damage and arson",1
-2.204454,53.452735,"On or near Rushfield Drive","Other theft",1
-2.204338,53.431711,"On or near Bournelea Avenue","Burglary",1
-2.20432,53.443657,"On or near Shopping Area","Robbery",1
-2.20428,53.479161,"On or near Blackrock Street","Violence and sexual offences",1
-2.204193,53.511259,"On or near Fram Street","Public order",1
-2.204092,53.458838,"On or near Banner Dale Close","Violence and sexual offences",1
-2.204083,53.516526,"On or near Woodleigh Street","Burglary",1
-2.204052,53.463,"On or near New Bank Street","Violence and sexual offences",1
-2.20399,53.425024,"On or near Carrgreen Close","Vehicle crime",1
-2.20399,53.425024,"On or near Carrgreen Close","Violence and sexual offences",1
-2.203883,53.528292,"On or near Clement Stott Close","Criminal damage and arson",1
-2.203883,53.528292,"On or near Clement Stott Close","Violence and sexual offences",1
-2.20378,53.459828,"On or near Petrol Station","Violence and sexual offences",1
-2.203763,53.456142,"On or near Whiley Street","Robbery",1
-2.203711,53.457895,"On or near Bates Street","Violence and sexual offences",1
-2.203563,53.461626,"On or near Cringleford Walk","Burglary",1
-2.203563,53.461626,"On or near Cringleford Walk","Shoplifting",1
-2.203563,53.461626,"On or near Cringleford Walk","Violence and sexual offences",1
-2.203522,53.531574,"On or near Kingston Grove","Violence and sexual offences",1
-2.203478,53.516222,"On or near Hodge Street","Drugs",1
-2.203478,53.516222,"On or near Hodge Street","Violence and sexual offences",1
-2.203445,53.490488,"On or near Bradford Road","Burglary",1
-2.203379,53.457806,"On or near Plumpton Walk","Criminal damage and arson",1
-2.203379,53.457806,"On or near Plumpton Walk","Other theft",1
-2.203379,53.457806,"On or near Plumpton Walk","Public order",1
-2.20334,53.481077,"On or near Fairisle Close","Violence and sexual offences",1
-2.203121,53.432225,"On or near Kenwood Avenue","Other crime",1
-2.203109,53.454858,"On or near Albert Place","Vehicle crime",1
-2.202982,53.478696,"On or near Isca Street","Burglary",1
-2.202982,53.478696,"On or near Isca Street","Violence and sexual offences",1
-2.202975,53.477177,"On or near Bingley Close","Other theft",1
-2.20289,53.456234,"On or near Lincoln Street","Burglary",1
-2.202601,53.512619,"On or near Whitman Street","Other theft",1
-2.202499,53.456504,"On or near Parking Area","Theft from the person",1
-2.202436,53.449457,"On or near Elsdon Road","Criminal damage and arson",1
-2.202348,53.516412,"On or near Swinburn Street","Criminal damage and arson",1
-2.202324,53.479803,"On or near Burns Close","Criminal damage and arson",1
-2.20217,53.51715,"On or near Glen Avenue","Robbery",1
-2.20217,53.51715,"On or near Glen Avenue","Vehicle crime",1
-2.202158,53.441764,"On or near Fortuna Grove","Theft from the person",1
-2.202123,53.507191,"On or near Church Lane","Vehicle crime",1
-2.202011,53.426645,"On or near Dernford Avenue","Burglary",1
-2.201895,53.443463,"On or near Kingsway","Public order",1
-2.201854,53.507686,"On or near Springville Avenue","Other theft",1
-2.201804,53.430547,"On or near Church Lane","Criminal damage and arson",1
-2.201624,53.510041,"On or near Ashley Lane","Violence and sexual offences",1
-2.201577,53.436722,"On or near Connaught Avenue","Public order",1
-2.201569,53.453998,"On or near Hawkhurst Road","Burglary",1
-2.20155,53.427761,"On or near Pearn Avenue","Bicycle theft",1
-2.201548,53.513187,"On or near Hough Hall Road","Other theft",1
-2.201487,53.506617,"On or near Holmfield Avenue West","Criminal damage and arson",1
-2.201437,53.483328,"On or near Sports/Recreation Area","Burglary",1
-2.201437,53.483328,"On or near Sports/Recreation Area","Drugs",1
-2.201437,53.483328,"On or near Sports/Recreation Area","Other theft",1
-2.201437,53.483328,"On or near Sports/Recreation Area","Violence and sexual offences",1
-2.201388,53.46669,"On or near Fairhaven Street","Criminal damage and arson",1
-2.201388,53.526966,"On or near Lander Grove","Public order",1
-2.201387,53.510877,"On or near Alison Kelly Close","Vehicle crime",1
-2.201224,53.467032,"On or near Ainsdale Street","Public order",1
-2.201209,53.457522,"On or near Stockport Road","Vehicle crime",1
-2.20111,53.497125,"On or near Douro Street","Robbery",1
-2.20111,53.497125,"On or near Douro Street","Vehicle crime",1
-2.201046,53.493126,"On or near Clifton Street","Violence and sexual offences",1
-2.201027,53.514482,"On or near Carnaby Street","Violence and sexual offences",1
-2.20101,53.456794,"On or near Dencombe Street","Bicycle theft",1
-2.20101,53.456794,"On or near Dencombe Street","Criminal damage and arson",1
-2.200987,53.432768,"On or near Supermarket","Violence and sexual offences",1
-2.200951,53.437999,"On or near Calverley Avenue","Burglary",1
-2.200819,53.451482,"On or near Montgomery Road","Vehicle crime",1
-2.200728,53.483176,"On or near Sports/Recreation Area","Violence and sexual offences",1
-2.200599,53.474952,"On or near Bell Crescent","Other theft",1
-2.200433,53.497387,"On or near Partington Street","Violence and sexual offences",1
-2.200236,53.455654,"On or near Rainforth Street","Burglary",1
-2.200236,53.455654,"On or near Rainforth Street","Public order",1
-2.200131,53.513252,"On or near Albine Street","Robbery",1
-2.200131,53.513252,"On or near Albine Street","Vehicle crime",1
-2.200017,53.437812,"On or near Burnage Lane","Violence and sexual offences",1
-2.199936,53.510232,"On or near Silton Street","Violence and sexual offences",1
-2.199922,53.427188,"On or near Woodview Avenue","Burglary",1
-2.199786,53.446343,"On or near Lindsay Avenue","Burglary",1
-2.199784,53.445884,"On or near Allandale Road","Burglary",1
-2.199784,53.445884,"On or near Allandale Road","Violence and sexual offences",1
-2.199658,53.435161,"On or near Oakleigh Avenue","Burglary",1
-2.199658,53.435161,"On or near Oakleigh Avenue","Vehicle crime",1
-2.199604,53.516516,"On or near Oak Bank Avenue","Burglary",1
-2.199604,53.516516,"On or near Oak Bank Avenue","Other theft",1
-2.199556,53.50004,"On or near Baltimore Street","Burglary",1
-2.199556,53.50004,"On or near Baltimore Street","Vehicle crime",1
-2.199547,53.478863,"On or near Albert Street","Criminal damage and arson",1
-2.199531,53.529819,"On or near Moorsley Drive","Public order",1
-2.1995,53.4302,"On or near Chorley Wood Avenue","Vehicle crime",1
-2.199433,53.454541,"On or near Portland Road","Violence and sexual offences",1
-2.199402,53.457543,"On or near Shopping Area","Other theft",1
-2.199402,53.457543,"On or near Shopping Area","Public order",1
-2.199402,53.457543,"On or near Shopping Area","Shoplifting",1
-2.199402,53.457543,"On or near Shopping Area","Theft from the person",1
-2.199394,53.436537,"On or near Alexandra Drive","Burglary",1
-2.199353,53.447063,"On or near Collingwood Road","Criminal damage and arson",1
-2.199133,53.438686,"On or near Burnage Avenue","Drugs",1
-2.199133,53.438686,"On or near Burnage Avenue","Violence and sexual offences",1
-2.199087,53.435261,"On or near Moorton Avenue","Violence and sexual offences",1
-2.199066,53.514369,"On or near Brodick Street","Public order",1
-2.199023,53.502037,"On or near The Gateway","Theft from the person",1
-2.199002,53.513533,"On or near Hartley Street","Criminal damage and arson",1
-2.198944,53.510836,"On or near Minster Road","Other crime",1
-2.198944,53.510836,"On or near Minster Road","Other theft",1
-2.198884,53.459503,"On or near Victoria Terrace","Criminal damage and arson",1
-2.198884,53.459503,"On or near Victoria Terrace","Violence and sexual offences",1
-2.198716,53.436475,"On or near Roseleigh Avenue","Vehicle crime",1
-2.198675,53.453365,"On or near Driscoll Street","Violence and sexual offences",1
-2.198661,53.434264,"On or near Moorton Park","Violence and sexual offences",1
-2.198651,53.512742,"On or near Ward Street","Violence and sexual offences",1
-2.198462,53.459477,"On or near Meldreth Drive","Shoplifting",1
-2.198445,53.455828,"On or near Brook Terrace","Burglary",1
-2.198445,53.455828,"On or near Brook Terrace","Other theft",1
-2.198445,53.455828,"On or near Brook Terrace","Shoplifting",1
-2.198295,53.452637,"On or near Palm Street","Criminal damage and arson",1
-2.198295,53.452637,"On or near Palm Street","Vehicle crime",1
-2.198263,53.513516,"On or near Birchenall Street","Vehicle crime",1
-2.198188,53.474911,"On or near Capella Drive","Other theft",1
-2.198156,53.474479,"On or near Falconwood Way","Other theft",1
-2.198156,53.474479,"On or near Falconwood Way","Vehicle crime",1
-2.198139,53.480699,"On or near Newcombe Close","Criminal damage and arson",1
-2.198139,53.480699,"On or near Newcombe Close","Other crime",1
-2.198112,53.452179,"On or near Hector Road","Other theft",1
-2.198112,53.452179,"On or near Hector Road","Vehicle crime",1
-2.197995,53.443245,"On or near Ross Avenue","Theft from the person",1
-2.197995,53.443245,"On or near Ross Avenue","Violence and sexual offences",1
-2.19799,53.438867,"On or near Hilbre Road","Burglary",1
-2.197889,53.446301,"On or near Slade Lane","Burglary",1
-2.19782,53.450921,"On or near Norburn Road","Burglary",1
-2.197717,53.509805,"On or near Audrey Street","Criminal damage and arson",1
-2.197592,53.531413,"On or near Sidley Avenue","Public order",1
-2.197589,53.430419,"On or near Hatfield Avenue","Criminal damage and arson",1
-2.197042,53.429206,"On or near Shawbrook Road","Burglary",1
-2.196941,53.498517,"On or near Bower Street","Vehicle crime",1
-2.196905,53.451705,"On or near Slade Lane","Public order",1
-2.196905,53.451705,"On or near Slade Lane","Violence and sexual offences",1
-2.196868,53.524952,"On or near Osterley Road","Theft from the person",1
-2.196857,53.522516,"On or near Weybourne Avenue","Burglary",1
-2.19675,53.49947,"On or near Peckford Drive","Criminal damage and arson",1
-2.196731,53.440092,"On or near Linden Park","Burglary",1
-2.196731,53.440092,"On or near Linden Park","Drugs",1
-2.196661,53.44455,"On or near Osborne Road","Burglary",1
-2.196661,53.44455,"On or near Osborne Road","Criminal damage and arson",1
-2.196661,53.44455,"On or near Osborne Road","Vehicle crime",1
-2.196659,53.46037,"On or near Sarnesfield Close","Burglary",1
-2.196587,53.461161,"On or near Olwen Avenue","Robbery",1
-2.196543,53.48081,"On or near Howarth Close","Other crime",1
-2.196468,53.471183,"On or near Gorton Road","Criminal damage and arson",1
-2.196468,53.471183,"On or near Gorton Road","Public order",1
-2.196462,53.47957,"On or near Clydesdale Gardens","Other theft",1
-2.196391,53.480666,"On or near Penfair Close","Violence and sexual offences",1
-2.196122,53.513726,"On or near Supermarket","Burglary",1
-2.196122,53.513726,"On or near Supermarket","Other theft",1
-2.196017,53.445261,"On or near Windsor Road","Burglary",1
-2.195845,53.476631,"On or near Kirkstead Close","Bicycle theft",1
-2.195845,53.476631,"On or near Kirkstead Close","Possession of weapons",1
-2.195835,53.454879,"On or near Macfarren Street","Burglary",1
-2.195763,53.530679,"On or near Kirkway","Other theft",1
-2.195757,53.513134,"On or near Ivy Street","Burglary",1
-2.195757,53.513134,"On or near Ivy Street","Criminal damage and arson",1
-2.195384,53.484434,"On or near Petrol Station","Public order",1
-2.195343,53.452516,"On or near Cayton Street","Drugs",1
-2.195343,53.452516,"On or near Cayton Street","Other theft",1
-2.195343,53.452516,"On or near Cayton Street","Shoplifting",1
-2.195132,53.459096,"On or near Peel Grove","Burglary",1
-2.195072,53.429713,"On or near Henley Place","Violence and sexual offences",1
-2.195034,53.513216,"On or near Stovell Road","Burglary",1
-2.195011,53.481864,"On or near Ashton New Road","Drugs",1
-2.195011,53.481864,"On or near Ashton New Road","Violence and sexual offences",1
-2.194727,53.508857,"On or near Shelderton Close","Burglary",1
-2.194715,53.512668,"On or near Hinde Street","Theft from the person",1
-2.194661,53.461416,"On or near Rigton Close","Public order",1
-2.194617,53.514457,"On or near Ilkley Street","Other theft",1
-2.194343,53.441291,"On or near Arliss Avenue","Violence and sexual offences",1
-2.194335,53.442972,"On or near Forest Range","Other theft",1
-2.194321,53.485901,"On or near Stillwater Drive","Criminal damage and arson",1
-2.194278,53.450091,"On or near Linwood Grove","Violence and sexual offences",1
-2.194264,53.506395,"On or near Wellwood Drive","Burglary",1
-2.194132,53.441381,"On or near Victoria Avenue","Vehicle crime",1
-2.194077,53.45561,"On or near Prout Street","Burglary",1
-2.194075,53.50466,"On or near Colebrook Drive","Criminal damage and arson",1
-2.194075,53.50466,"On or near Colebrook Drive","Violence and sexual offences",1
-2.194029,53.521037,"On or near Dalham Avenue","Violence and sexual offences",1
-2.193973,53.508678,"On or near Spreadbury Street","Burglary",1
-2.193922,53.520678,"On or near Raycroft Avenue","Violence and sexual offences",1
-2.193901,53.525945,"On or near Keston Avenue","Other theft",1
-2.193849,53.455215,"On or near Barnby Street","Other theft",1
-2.193849,53.455215,"On or near Barnby Street","Violence and sexual offences",1
-2.19383,53.45428,"On or near Grainger Avenue","Other theft",1
-2.193747,53.429472,"On or near Pinner Place","Other crime",1
-2.193728,53.521128,"On or near Clough Top Road","Criminal damage and arson",1
-2.193728,53.521128,"On or near Clough Top Road","Violence and sexual offences",1
-2.193637,53.454847,"On or near Purcell Street","Criminal damage and arson",1
-2.193609,53.491808,"On or near Pedestrian Subway","Criminal damage and arson",1
-2.19353,53.497479,"On or near Makkah Close","Burglary",1
-2.19353,53.497479,"On or near Makkah Close","Other theft",1
-2.193486,53.448187,"On or near Ark Street","Burglary",1
-2.193484,53.457715,"On or near Giles Street","Other theft",1
-2.193454,53.500644,"On or near Eldridge Drive","Criminal damage and arson",1
-2.193408,53.467413,"On or near Bridgend Close","Public order",1
-2.193347,53.4606,"On or near Pencombe Close","Violence and sexual offences",1
-2.193111,53.468501,"On or near Polesworth Close","Vehicle crime",1
-2.19302,53.461715,"On or near Iqbal Close","Violence and sexual offences",1
-2.192946,53.508392,"On or near Lakin Street","Bicycle theft",1
-2.192909,53.50344,"On or near Rollswood Drive","Burglary",1
-2.192868,53.501121,"On or near Lowcross Road","Vehicle crime",1
-2.192828,53.525605,"On or near Northland Road","Other theft",1
-2.192789,53.51366,"On or near Scarborough Street","Violence and sexual offences",1
-2.192596,53.454597,"On or near Hollins Grove","Vehicle crime",1
-2.192551,53.52095,"On or near Pinfold Avenue","Violence and sexual offences",1
-2.192514,53.449689,"On or near Stockport Road","Violence and sexual offences",1
-2.192497,53.439317,"On or near Errwood Crescent","Public order",1
-2.192438,53.506128,"On or near Whitehill Drive","Burglary",1
-2.19229,53.440171,"On or near Carson Road","Criminal damage and arson",1
-2.19229,53.440171,"On or near Carson Road","Violence and sexual offences",1
-2.192272,53.466004,"On or near Great Jones Street","Vehicle crime",1
-2.19222,53.444531,"On or near Parking Area","Burglary",1
-2.19222,53.444531,"On or near Parking Area","Public order",1
-2.192105,53.445744,"On or near Worsley Grove","Public order",1
-2.191933,53.527773,"On or near Broadmoss Drive","Other theft",1
-2.191933,53.527773,"On or near Broadmoss Drive","Violence and sexual offences",1
-2.191912,53.513149,"On or near Caledon Avenue","Public order",1
-2.191839,53.443641,"On or near Farm Yard","Burglary",1
-2.19177,53.521616,"On or near Torrington Avenue","Violence and sexual offences",1
-2.191695,53.455066,"On or near Tallis Street","Burglary",1
-2.191669,53.446024,"On or near Levenshulme Terrace","Burglary",1
-2.191669,53.446024,"On or near Levenshulme Terrace","Public order",1
-2.191669,53.446024,"On or near Levenshulme Terrace","Theft from the person",1
-2.191665,53.468342,"On or near Flamingo Close","Criminal damage and arson",1
-2.191665,53.468342,"On or near Flamingo Close","Violence and sexual offences",1
-2.191519,53.45601,"On or near Parkin Street","Violence and sexual offences",1
-2.191458,53.495937,"On or near Staplehurst Road","Violence and sexual offences",1
-2.191399,53.442887,"On or near Ethel Terrace","Criminal damage and arson",1
-2.191399,53.442887,"On or near Ethel Terrace","Other theft",1
-2.191399,53.442887,"On or near Ethel Terrace","Shoplifting",1
-2.191381,53.455624,"On or near Mackenzie Street","Violence and sexual offences",1
-2.191381,53.509051,"On or near Supermarket","Vehicle crime",1
-2.191322,53.512772,"On or near Lisburn Road","Other theft",1
-2.191251,53.476756,"On or near Holroyd Street","Theft from the person",1
-2.191058,53.443966,"On or near Bankley Street","Violence and sexual offences",1
-2.191023,53.452883,"On or near Northmoor Road","Burglary",1
-2.19098,53.523784,"On or near Dantall Avenue","Violence and sexual offences",1
-2.190971,53.508324,"On or near Joan Street","Violence and sexual offences",1
-2.190869,53.465701,"On or near Milne Close","Violence and sexual offences",1
-2.1908,53.507272,"On or near Egbert Street","Criminal damage and arson",1
-2.190761,53.465143,"On or near Coalburn Street","Other theft",1
-2.190761,53.465143,"On or near Coalburn Street","Shoplifting",1
-2.190741,53.443787,"On or near Drury Street","Vehicle crime",1
-2.19073,53.461458,"On or near Hoskins Close","Violence and sexual offences",1
-2.19058,53.461647,"On or near Ellen Wilkinson Crescent","Violence and sexual offences",1
-2.190566,53.445099,"On or near Cardus Street","Other crime",1
-2.190527,53.510167,"On or near Lightbowne Road","Public order",1
-2.190476,53.455329,"On or near Sherrington Street","Vehicle crime",1
-2.190193,53.439096,"On or near Clare Road","Burglary",1
-2.190184,53.447221,"On or near Portville Road","Burglary",1
-2.190164,53.510069,"On or near Sulby Street","Violence and sexual offences",1
-2.190155,53.454232,"On or near Sports/Recreation Area","Public order",1
-2.190127,53.528684,"On or near Moorway Drive","Burglary",1
-2.190127,53.528684,"On or near Moorway Drive","Violence and sexual offences",1
-2.190125,53.450799,"On or near Stovell Avenue","Other theft",1
-2.190125,53.450799,"On or near Stovell Avenue","Violence and sexual offences",1
-2.190073,53.486303,"On or near Gwelo Street","Bicycle theft",1
-2.190073,53.486303,"On or near Gwelo Street","Possession of weapons",1
-2.190073,53.486303,"On or near Gwelo Street","Robbery",1
-2.189848,53.47639,"On or near Selby Street","Criminal damage and arson",1
-2.18976,53.52428,"On or near Wanstead Avenue","Violence and sexual offences",1
-2.189738,53.451734,"On or near Appleby Avenue","Other crime",1
-2.189738,53.451734,"On or near Appleby Avenue","Violence and sexual offences",1
-2.189715,53.439852,"On or near Griffin Grove","Burglary",1
-2.18961,53.507463,"On or near Hanson Road","Burglary",1
-2.189462,53.501315,"On or near Harmer Close","Vehicle crime",1
-2.189333,53.452238,"On or near Wilpshire Avenue","Public order",1
-2.189227,53.469074,"On or near Gardner Street","Other theft",1
-2.18903,53.502466,"On or near Ceylon Street","Criminal damage and arson",1
-2.188955,53.505981,"On or near Bells Croft Avenue","Violence and sexual offences",1
-2.188804,53.509325,"On or near Ramsey Street","Violence and sexual offences",1
-2.188755,53.45765,"On or near Nutsford Vale","Vehicle crime",1
-2.188755,53.45765,"On or near Nutsford Vale","Violence and sexual offences",1
-2.188753,53.501244,"On or near John Foran Close","Drugs",1
-2.188673,53.452743,"On or near Lockwood Street","Violence and sexual offences",1
-2.188554,53.453174,"On or near Bickerdike Avenue","Burglary",1
-2.188554,53.453174,"On or near Bickerdike Avenue","Criminal damage and arson",1
-2.188424,53.501838,"On or near Glemsford Close","Burglary",1
-2.188398,53.502809,"On or near Fall Green Avenue","Burglary",1
-2.188398,53.502809,"On or near Fall Green Avenue","Vehicle crime",1
-2.188283,53.493991,"On or near Edenbridge Road","Vehicle crime",1
-2.188239,53.507663,"On or near Duncombe Drive","Criminal damage and arson",1
-2.188071,53.452825,"On or near Methuen Street","Violence and sexual offences",1
-2.187865,53.464222,"On or near Woodland Street","Drugs",1
-2.187865,53.464222,"On or near Woodland Street","Other theft",1
-2.187865,53.464222,"On or near Woodland Street","Violence and sexual offences",1
-2.18784,53.438129,"On or near Poplar Avenue","Other theft",1
-2.187537,53.454632,"On or near Butterwick Close","Burglary",1
-2.187399,53.44381,"On or near Chapel Street","Criminal damage and arson",1
-2.187399,53.44381,"On or near Chapel Street","Robbery",1
-2.187399,53.501947,"On or near Boringdon Close","Public order",1
-2.187355,53.488591,"On or near Combe Close","Violence and sexual offences",1
-2.187348,53.439028,"On or near Hume Street","Vehicle crime",1
-2.187292,53.467504,"On or near Ritson Close","Burglary",1
-2.187292,53.467504,"On or near Ritson Close","Criminal damage and arson",1
-2.187292,53.467504,"On or near Ritson Close","Violence and sexual offences",1
-2.187257,53.445779,"On or near Westminster Street","Burglary",1
-2.187232,53.477688,"On or near Cycle Street","Other theft",1
-2.187232,53.477688,"On or near Cycle Street","Vehicle crime",1
-2.187214,53.449743,"On or near Prestage Street","Vehicle crime",1
-2.187199,53.487369,"On or near Pioneer Street","Vehicle crime",1
-2.187198,53.446049,"On or near King Edward Street","Public order",1
-2.187197,53.483522,"On or near Buchan Street","Burglary",1
-2.186987,53.487162,"On or near Tartan Street","Violence and sexual offences",1
-2.18684,53.467496,"On or near Endcott Close","Violence and sexual offences",1
-2.186735,53.484619,"On or near Bamford Street","Other theft",1
-2.186735,53.484619,"On or near Bamford Street","Violence and sexual offences",1
-2.186696,53.510047,"On or near Arbory Avenue","Public order",1
-2.186595,53.445996,"On or near Barlow Road","Robbery",1
-2.186595,53.445996,"On or near Barlow Road","Violence and sexual offences",1
-2.186558,53.50265,"On or near Warden Street","Other theft",1
-2.186526,53.440594,"On or near Kersh Avenue","Theft from the person",1
-2.186477,53.443137,"On or near Dalny Street","Violence and sexual offences",1
-2.18622,53.439372,"On or near Cronshaw Street","Burglary",1
-2.186192,53.501797,"On or near Harold Priestnall Close","Criminal damage and arson",1
-2.186192,53.501797,"On or near Harold Priestnall Close","Other crime",1
-2.186182,53.447902,"On or near Caremine Avenue","Other theft",1
-2.185923,53.488386,"On or near Keynsham Road","Other theft",1
-2.185421,53.494256,"On or near Rosebank Road","Violence and sexual offences",1
-2.185286,53.442699,"On or near Elmsworth Avenue","Violence and sexual offences",1
-2.185181,53.484316,"On or near Coghlan Close","Criminal damage and arson",1
-2.185181,53.484316,"On or near Coghlan Close","Other crime",1
-2.185082,53.503102,"On or near Parking Area","Theft from the person",1
-2.185033,53.484873,"On or near Trimdon Close","Bicycle theft",1
-2.185033,53.484873,"On or near Trimdon Close","Criminal damage and arson",1
-2.185033,53.484873,"On or near Trimdon Close","Violence and sexual offences",1
-2.184925,53.439167,"On or near Tonbridge Road","Violence and sexual offences",1
-2.184791,53.456928,"On or near Searby Road","Criminal damage and arson",1
-2.184673,53.436695,"On or near Petrol Station","Other theft",1
-2.184555,53.464955,"On or near Tranmere Close","Burglary",1
-2.184553,53.454133,"On or near Kilnwick Close","Burglary",1
-2.184553,53.454133,"On or near Kilnwick Close","Public order",1
-2.184543,53.455266,"On or near Thornholme Close","Criminal damage and arson",1
-2.184488,53.501673,"On or near Morecambe Close","Bicycle theft",1
-2.184488,53.501673,"On or near Morecambe Close","Other theft",1
-2.184382,53.435653,"On or near Wellington Road North","Burglary",1
-2.184382,53.435653,"On or near Wellington Road North","Public order",1
-2.184382,53.435653,"On or near Wellington Road North","Vehicle crime",1
-2.184291,53.463284,"On or near Queens Avenue","Violence and sexual offences",1
-2.184265,53.498815,"On or near Mortlake Drive","Violence and sexual offences",1
-2.184111,53.498213,"On or near St Albans Avenue","Other theft",1
-2.184035,53.449397,"On or near Greening Road","Violence and sexual offences",1
-2.184032,53.441712,"On or near Pullman Close","Robbery",1
-2.183854,53.522366,"On or near Hillingdon Drive","Burglary",1
-2.183854,53.522366,"On or near Hillingdon Drive","Criminal damage and arson",1
-2.183854,53.522366,"On or near Hillingdon Drive","Other theft",1
-2.183854,53.522366,"On or near Hillingdon Drive","Violence and sexual offences",1
-2.183699,53.44813,"On or near Kettering Road","Vehicle crime",1
-2.183699,53.44813,"On or near Kettering Road","Violence and sexual offences",1
-2.183693,53.439744,"On or near Bowler Street","Burglary",1
-2.183662,53.526779,"On or near Northwold Drive","Burglary",1
-2.183662,53.526779,"On or near Northwold Drive","Violence and sexual offences",1
-2.183622,53.486215,"On or near Clayton Street","Criminal damage and arson",1
-2.183592,53.503508,"On or near Ivy Graham Close","Drugs",1
-2.183592,53.503508,"On or near Ivy Graham Close","Other theft",1
-2.183592,53.503508,"On or near Ivy Graham Close","Shoplifting",1
-2.183576,53.47906,"On or near Emily Beavan Close","Public order",1
-2.183512,53.523418,"On or near Ainsbrook Avenue","Other theft",1
-2.183436,53.436113,"On or near Kirk Road","Public order",1
-2.183303,53.482143,"On or near Clayton Lane","Drugs",1
-2.183301,53.467618,"On or near Gorton Lane","Other theft",1
-2.183154,53.471879,"On or near Further/Higher Educational Building","Other theft",1
-2.183154,53.471879,"On or near Further/Higher Educational Building","Violence and sexual offences",1
-2.182854,53.496768,"On or near Paddington Avenue","Other theft",1
-2.182553,53.50031,"On or near Eddie Colman Close","Vehicle crime",1
-2.182514,53.508948,"On or near Dean Brook Close","Drugs",1
-2.182443,53.488715,"On or near Glamis Avenue","Burglary",1
-2.18238,53.449526,"On or near Leybourne Avenue","Violence and sexual offences",1
-2.182345,53.444834,"On or near Carnegie Avenue","Violence and sexual offences",1
-2.182236,53.47917,"On or near Kincraig Close","Criminal damage and arson",1
-2.182236,53.47917,"On or near Kincraig Close","Public order",1
-2.182236,53.47917,"On or near Kincraig Close","Violence and sexual offences",1
-2.18222,53.514171,"On or near Sports/Recreation Area","Drugs",1
-2.18222,53.514171,"On or near Sports/Recreation Area","Other crime",1
-2.182196,53.494432,"On or near Hackney Avenue","Burglary",1
-2.182037,53.439926,"On or near Ventnor Avenue","Bicycle theft",1
-2.182037,53.439926,"On or near Ventnor Avenue","Burglary",1
-2.182029,53.455414,"On or near Hexham Road","Drugs",1
-2.181914,53.495448,"On or near Scotland Hall Road","Violence and sexual offences",1
-2.181847,53.497345,"On or near Chelsea Road","Criminal damage and arson",1
-2.18174,53.444367,"On or near Broom Lane","Other theft",1
-2.18172,53.499502,"On or near Heathfield Street","Other theft",1
-2.181703,53.449617,"On or near Cranmere Avenue","Burglary",1
-2.18164,53.498388,"On or near Crown Street","Other theft",1
-2.18164,53.498388,"On or near Crown Street","Violence and sexual offences",1
-2.181612,53.442525,"On or near Ravenoak Avenue","Burglary",1
-2.181351,53.501274,"On or near Old Church Street","Violence and sexual offences",1
-2.181173,53.445564,"On or near Barlow Road","Violence and sexual offences",1
-2.181106,53.510973,"On or near Dresden Street","Public order",1
-2.181106,53.510973,"On or near Dresden Street","Violence and sexual offences",1
-2.181045,53.454319,"On or near Mount Road","Burglary",1
-2.18103,53.524914,"On or near Westcraig Avenue","Burglary",1
-2.180937,53.460898,"On or near Mountbatten Street","Burglary",1
-2.180932,53.487989,"On or near East Grange","Robbery",1
-2.180931,53.519539,"On or near Barcliffe Avenue","Other theft",1
-2.180865,53.479361,"On or near Bob Massey Close","Violence and sexual offences",1
-2.180784,53.44249,"On or near Stanbrook Street","Burglary",1
-2.18074,53.460566,"On or near Odette Street","Criminal damage and arson",1
-2.180675,53.509077,"On or near Boar Green Close","Burglary",1
-2.180675,53.509077,"On or near Boar Green Close","Violence and sexual offences",1
-2.180663,53.449501,"On or near Norley Drive","Other theft",1
-2.180663,53.449501,"On or near Norley Drive","Public order",1
-2.180634,53.49945,"On or near Crawford Street","Burglary",1
-2.180565,53.514982,"On or near Sydney Jones Court","Violence and sexual offences",1
-2.180513,53.460171,"On or near Balmoral Street","Public order",1
